CONTRACTID,TITLE,TOTALOPTIONYEARS,CURRENTOPTIONYEAR,CITYWIDE,AGENCY,AGENCYNAME,PROCUREMENTMETHOD,CONTRACTTYPE,MARKETTYPE,AMOUNT,LASTMODIFIED,CONTRACTSTATUS,AWARDDATE,EFFECTIVEDATE,EXPIRATIONDATE,OWNER,CONTRACTINGOFFICER,SUPPLIER,AWARDDOC,COMMODITY,SOLICITATIONID,DSC_LAST_MOD_DTTM,OBJECTID
CW39677,DHS DCAS FY15 IBM Production Imaging Edition Add -On ,4,Option 2,,JA0,DEPARTMENT OF HUMAN SERVICES,GSA (Federal Supply Schedule),Firm Fixed Price,Open,215156.25,2018-06-06T18:15:20.000Z,Published,2015-09-28T00:00:00.000Z,2017-09-28T00:00:00.000Z,2018-09-27T00:00:00.000Z,Jesse Scott,Emily Busch,DOCUMENT SYSTEMS INC,,"2065600 : Imaging Systems, Mini and Main Frame Computer",,2018-07-12T16:10:47.000Z,4312
CW54098,"DHS Rapid Re-Housing-I - Echelon Community Services, Inc.",4,Base Period,,JA0,DEPARTMENT OF HUMAN SERVICES,Human Care Agreements,Firm Fixed Price,Open,950000,2018-06-06T18:11:01.000Z,Published,2017-08-16T00:00:00.000Z,2017-08-18T00:00:00.000Z,2018-08-17T00:00:00.000Z,Willandria Blount,Shaivard Shamloo,ECHELON COMMUNITY SVCS INC,,9521500 : Case Management,,2018-07-12T16:10:47.000Z,4313
CW58928,FY-18 - DCSS-MOBIS - MELANIE BATES CONSULTING LLC,4,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,DC Supply Schedule,Indefinite Delivery Indefinite Quantity,Set Aside,950000,2018-06-05T17:49:12.000Z,Published,2018-05-30T00:00:00.000Z,2018-05-30T00:00:00.000Z,2019-05-29T00:00:00.000Z,Barbara Brown,Priscilla Mack,"Melanie Bates Consulting, LLC",CW58928-Base Period-Contract Award-Executed-Contract-Melanie.pdf,9180000 : CONSULTING SERVICES,,2018-07-12T16:10:47.000Z,4314
CW54101,DHS Rapid Re-Housing-I - Wheeler Creek Estates CDC - CW54101,4,Base Period,,JA0,DEPARTMENT OF HUMAN SERVICES,Human Care Agreements,Firm Fixed Price,Open,950000,2018-06-06T16:32:18.000Z,Published,2017-08-18T00:00:00.000Z,2017-08-18T00:00:00.000Z,2018-08-17T00:00:00.000Z,Willandria Blount,Shaivard Shamloo,Wheeler Creek Estates CDC,,9521500 : Case Management,,2018-07-12T16:10:47.000Z,4315
CW40409,In Home Care Aide(s),4,Option 2,,JA0,DEPARTMENT OF HUMAN SERVICES,Competitive Sealed Proposal (RFP),Indefinite Delivery Indefinite Quantity,Open,250000,2018-06-06T18:20:23.000Z,Published,2015-11-04T00:00:00.000Z,2017-10-01T00:00:00.000Z,2018-09-30T00:00:00.000Z,Jesse Scott,Emily Busch,HOME CARE PARTNERS,,"4103422 : BED, HOME CARE, MANUALLY CONTROLLED",,2018-07-12T16:10:47.000Z,4316
CW51985,Health Insurance Rate Review ,4,Base Period,,SR0,DEPART OF INSURANCE,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,135625,2018-06-07T15:36:52.000Z,Published,2017-05-31T00:00:00.000Z,2017-05-31T00:00:00.000Z,2018-05-30T00:00:00.000Z,Tiffany Hatcher,Todd Allen,"Lewis & Ellis, Inc.",CW51985-Base Period-Contract Award-Contract No. CW51985_Redacted Fully Executed.pdf, : ,,2018-07-12T16:10:47.000Z,4317
CW42937,"DCSS-Medical Supplies-475-Emergency 911 Security, Inc.",4,Option 2,1,,,DC Supply Schedule,Indefinite Delivery Indefinite Quantity,Set Aside,500000,2018-06-05T20:43:30.000Z,Published,2017-05-04T00:00:00.000Z,2018-05-04T00:00:00.000Z,2019-05-03T00:00:00.000Z,Tamika Freeman,James Webb,EMERGENCY 911 SECURITY,,"4750903 : BANDAGE, ABSORBENT GAUZE ROLLS, 'REDI-CUTS', NON-STERILE, SEAMLESS ROLLS, 10 YD LENGTH",,2018-07-12T16:10:47.000Z,4318
CW43650,Alternative Solutions for Youth-Group Homes,4,Option 1,,JZ0,DEPARTMENT OF YOUTH REHABILITATION SVCS,Human Care Agreements,Firm Fixed Price,Open,689650,2018-06-05T14:32:30.000Z,Published,2016-06-29T00:00:00.000Z,2017-06-29T00:00:00.000Z,2018-06-28T00:00:00.000Z,Dwight Hayes,Yvette Henry,ALTERNATIVE SOLUTIONS,,9529500 : Youth Care Services,,2018-07-12T16:10:47.000Z,4319
CW58441,FY18 - CF0 - Office of Information Technology - Xerox Copiers,0,Base Period,,CF0,DEPARTMENT OF EMPLOYMENT SERVICES,GSA (Federal Supply Schedule),Firm Fixed Price,Open,500000,2018-06-06T13:42:29.000Z,Published,2018-01-17T00:00:00.000Z,2018-01-17T00:00:00.000Z,2018-09-30T00:00:00.000Z,LaVietra Shannon,Tia Mercer,XEROX CORPORATION,,"9850000 : RENTAL OR LEASE SERVICES OF EQUIPMENT - OFFICE, PHOTOGRAPHIC, PRINTING, RADIO/TELEVISION/TELEPHONE EQUIPMENT",,2018-07-12T16:10:47.000Z,4320
CW60989,"FY18 - CF0 - OYP - MBSYEP - 14 to 17 Year Olds - Work Readiness & GIS - Healthy Babies Project, Inc.",0,Base Period,,CF0,DEPARTMENT OF EMPLOYMENT SERVICES,Human Care Agreements,Firm Fixed Price,Open,100000,2018-06-07T12:58:06.000Z,Published,2018-05-07T00:00:00.000Z,2018-05-31T00:00:00.000Z,2019-05-30T00:00:00.000Z,Danyel Riley,Tia Mercer,"HEALTHY BABIES PROJECT, INC.",,7159020 : EDUCATIONAL/TRAINING,,2018-07-12T16:10:47.000Z,4321
CW44149,FY16 - OSSE - DEL - Little Feet and Hands - DS,4,Option 3,,GD0,STATE SUPERINTENDENT OF EDUCATION (OSSE),Human Care Agreements,Firm Fixed Price,Open,900000,2018-06-07T16:00:59.000Z,Published,2015-05-18T00:00:00.000Z,2018-05-18T00:00:00.000Z,2019-04-17T00:00:00.000Z,Cathy Bridges,Tamera Anderson,"LITTLE HANDS & LITTLE FEET,INC",,9183200 : Consulting Services (Not Otherwise Classified),,2018-07-12T16:10:47.000Z,4322
CW39785,FY'16 - DHS - Temporary Staffing Services,4,Option 2,,JA0,DEPARTMENT OF HUMAN SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,293780.16,2018-06-06T18:18:10.000Z,Published,2015-10-06T00:00:00.000Z,2017-10-06T00:00:00.000Z,2018-09-30T00:00:00.000Z,Jesse Scott,Emily Busch,MIDTOWN PERSONNEL INC,,9613000 : Employment Agency and Search Firm Services (Including Background Investigations and Drug Testing for Employment),,2018-07-12T16:10:47.000Z,4323
CW60745,FY18 - CF0 - OYP - MBSYEP - 14 to 17 Year Olds - Work Readiness & GIS - Total Family Care Coalition,0,Base Period,,EM0,DEPTY MAYOR GREATER ECONOMIC OPPORTUNITY,Human Care Agreements,Firm Fixed Price,Open,100000,2018-06-07T13:21:54.000Z,Published,2018-04-26T00:00:00.000Z,2018-04-30T00:00:00.000Z,2019-04-29T00:00:00.000Z,Danyel Riley,Tia Mercer,TOTAL FAMILY CARE COALITION,,7159020 : EDUCATIONAL/TRAINING,,2018-07-12T16:10:47.000Z,4324
CW60745,FY18 - CF0 - OYP - MBSYEP - 14 to 17 Year Olds - Work Readiness & GIS - Total Family Care Coalition,0,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,Human Care Agreements,Firm Fixed Price,Open,100000,2018-06-07T13:21:54.000Z,Published,2018-04-26T00:00:00.000Z,2018-04-30T00:00:00.000Z,2019-04-29T00:00:00.000Z,Danyel Riley,Tia Mercer,TOTAL FAMILY CARE COALITION,,7159020 : EDUCATIONAL/TRAINING,,2018-07-12T16:10:47.000Z,4325
CW56423,Consultant Services for the District's State Workforce Plan,2,Option 2,,CF0,DEPARTMENT OF EMPLOYMENT SERVICES,Competitive Sealed Bid (IFB),Labor Hour,Set Aside,430000,2018-06-06T14:29:08.000Z,Published,2015-12-30T00:00:00.000Z,2017-10-01T00:00:00.000Z,2018-09-30T00:00:00.000Z,LaVietra Shannon,Tia Mercer,KAIROS MANAGEMENT INC,,9613023 : EMPLOYMENT AGENCY SERVICES FOR THE HIRING OF TEMPORARY PERSONNEL,,2018-07-12T16:10:47.000Z,4326
CW59123,FY18-CF0-OYP-MBSYEP-Work Readiness and GIS KBEC,0,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,Human Care Agreements,Firm Fixed Price,Open,100000,2018-06-06T13:23:41.000Z,Published,2018-02-21T00:00:00.000Z,2018-02-21T00:00:00.000Z,2018-09-30T00:00:00.000Z,Durrell McDaniel,Tia Mercer,KBEC Group,,9529500 : Youth Care Services,,2018-07-12T16:10:47.000Z,4327
CW56423,Consultant Services for the District's State Workforce Plan,2,Option 2,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,Competitive Sealed Bid (IFB),Labor Hour,Set Aside,430000,2018-06-06T14:29:08.000Z,Published,2015-12-30T00:00:00.000Z,2017-10-01T00:00:00.000Z,2018-09-30T00:00:00.000Z,LaVietra Shannon,Tia Mercer,KAIROS MANAGEMENT INC,,9613023 : EMPLOYMENT AGENCY SERVICES FOR THE HIRING OF TEMPORARY PERSONNEL,,2018-07-12T16:10:47.000Z,4328
CW60989,"FY18 - CF0 - OYP - MBSYEP - 14 to 17 Year Olds - Work Readiness & GIS - Healthy Babies Project, Inc.",0,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,Human Care Agreements,Firm Fixed Price,Open,100000,2018-06-07T12:58:06.000Z,Published,2018-05-07T00:00:00.000Z,2018-05-31T00:00:00.000Z,2019-05-30T00:00:00.000Z,Danyel Riley,Tia Mercer,"HEALTHY BABIES PROJECT, INC.",,7159020 : EDUCATIONAL/TRAINING,,2018-07-12T16:10:47.000Z,4329
CW57818,"DCSS-2006-R-920-00-IT Equipment and Software-Precision Capital Partners, LLC",4,Base Period,1,,,DC Supply Schedule,Indefinite Delivery Indefinite Quantity,Set Aside,950000,2018-06-05T17:47:24.000Z,Published,2018-06-04T00:00:00.000Z,2018-06-04T00:00:00.000Z,2019-06-03T00:00:00.000Z,Tamika Freeman,James Webb,"Precision Capital Partners, LLC",CW57818-Base Period-Contract Award-Award Contract.pdf,"9201300 : Advanced Authentication System Software Services, Including Maintenance and Repair",,2018-07-12T16:10:47.000Z,4330
CW58441,FY18 - CF0 - Office of Information Technology - Xerox Copiers,0,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,GSA (Federal Supply Schedule),Firm Fixed Price,Open,500000,2018-06-06T13:42:29.000Z,Published,2018-01-17T00:00:00.000Z,2018-01-17T00:00:00.000Z,2018-09-30T00:00:00.000Z,LaVietra Shannon,Tia Mercer,XEROX CORPORATION,,"9850000 : RENTAL OR LEASE SERVICES OF EQUIPMENT - OFFICE, PHOTOGRAPHIC, PRINTING, RADIO/TELEVISION/TELEPHONE EQUIPMENT",,2018-07-12T16:10:47.000Z,4331
CW56423,Consultant Services for the District's State Workforce Plan,2,Option 2,,EM0,DEPTY MAYOR GREATER ECONOMIC OPPORTUNITY,Competitive Sealed Bid (IFB),Labor Hour,Set Aside,430000,2018-06-06T14:29:08.000Z,Published,2015-12-30T00:00:00.000Z,2017-10-01T00:00:00.000Z,2018-09-30T00:00:00.000Z,LaVietra Shannon,Tia Mercer,KAIROS MANAGEMENT INC,,9613023 : EMPLOYMENT AGENCY SERVICES FOR THE HIRING OF TEMPORARY PERSONNEL,,2018-07-12T16:10:47.000Z,4332
CW46211,Homeless Continuum of Services,4,Base Period,,JA0,DEPARTMENT OF HUMAN SERVICES,Competitive Sealed Proposal (RFP),Requirements,Open,75386862.96,2018-06-06T04:01:19.000Z,Expired,2017-02-01T00:00:00.000Z,2017-02-01T00:00:00.000Z,2018-01-31T00:00:00.000Z,Emily Busch,Wendell Atkinson,THE COMMUNITY PARTNERSHIP\HOME,,9520000 : HUMAN SERVICES,,2018-07-12T16:10:47.000Z,4333
CW43440,DCSS-Furniture and Furniture Management-425-Dupont Computers,4,Option 2,1,,,DC Supply Schedule,Indefinite Delivery Indefinite Quantity,Set Aside,450000,2018-06-05T20:40:31.000Z,Published,2017-05-11T00:00:00.000Z,2018-05-11T00:00:00.000Z,2019-05-10T00:00:00.000Z,Tamika Freeman,James Webb,Dupont Computers,,"4255800 : Plastic, Polypropylene, Fiberglass Office Furniture: Chairs, Desks, Tables, etc.",,2018-07-12T16:10:47.000Z,4334
CW56423,Consultant Services for the District's State Workforce Plan,2,Option 2,,CF0,DEPARTMENT OF EMPLOYMENT SERVICES,Competitive Sealed Bid (IFB),Labor Hour,Set Aside,430000,2018-06-06T14:29:08.000Z,Published,2015-12-30T00:00:00.000Z,2017-10-01T00:00:00.000Z,2018-09-30T00:00:00.000Z,LaVietra Shannon,Tia Mercer,KAIROS MANAGEMENT INC,,9613023 : EMPLOYMENT AGENCY SERVICES FOR THE HIRING OF TEMPORARY PERSONNEL,,2018-07-12T16:10:47.000Z,4335
CW56423,Consultant Services for the District's State Workforce Plan,2,Option 2,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,Competitive Sealed Bid (IFB),Labor Hour,Set Aside,430000,2018-06-06T14:29:08.000Z,Published,2015-12-30T00:00:00.000Z,2017-10-01T00:00:00.000Z,2018-09-30T00:00:00.000Z,LaVietra Shannon,Tia Mercer,KAIROS MANAGEMENT INC,,9613023 : EMPLOYMENT AGENCY SERVICES FOR THE HIRING OF TEMPORARY PERSONNEL,,2018-07-12T16:10:47.000Z,4336
CW30607,FY14 ¿ OSSE - DEL ¿ HCA ¿ The Connections Therapy (ES) ¿ Local Funds,4,Option 3,,GD0,STATE SUPERINTENDENT OF EDUCATION (OSSE),Human Care Agreements,Firm Fixed Price,Open,900000,2018-06-08T04:00:10.000Z,Published,2015-08-20T00:00:00.000Z,2017-08-20T00:00:00.000Z,2018-08-19T00:00:00.000Z,Cathy Bridges,Tamera Anderson,Connections Therapy Center,,9625800 : Professional Services (Not Otherwise Classified),,2018-07-12T16:10:47.000Z,4337
CW58441,FY18 - CF0 - Office of Information Technology - Xerox Copiers,0,Base Period,,CF0,DEPARTMENT OF EMPLOYMENT SERVICES,GSA (Federal Supply Schedule),Firm Fixed Price,Open,500000,2018-06-06T13:42:29.000Z,Published,2018-01-17T00:00:00.000Z,2018-01-17T00:00:00.000Z,2018-09-30T00:00:00.000Z,LaVietra Shannon,Tia Mercer,XEROX CORPORATION,,"9850000 : RENTAL OR LEASE SERVICES OF EQUIPMENT - OFFICE, PHOTOGRAPHIC, PRINTING, RADIO/TELEVISION/TELEPHONE EQUIPMENT",,2018-07-12T16:10:47.000Z,4338
CW56423,Consultant Services for the District's State Workforce Plan,2,Option 2,,EM0,DEPTY MAYOR GREATER ECONOMIC OPPORTUNITY,Competitive Sealed Bid (IFB),Labor Hour,Set Aside,430000,2018-06-06T14:29:08.000Z,Published,2015-12-30T00:00:00.000Z,2017-10-01T00:00:00.000Z,2018-09-30T00:00:00.000Z,LaVietra Shannon,Tia Mercer,KAIROS MANAGEMENT INC,,9613023 : EMPLOYMENT AGENCY SERVICES FOR THE HIRING OF TEMPORARY PERSONNEL,,2018-07-12T16:10:47.000Z,4339
CW59971,DCSS-MOBIS- Dream Factory Cooperative DC,4,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,DC Supply Schedule,Indefinite Delivery Indefinite Quantity,Set Aside,950000,2018-06-06T14:27:10.000Z,Published,2018-05-30T00:00:00.000Z,2018-05-30T00:00:00.000Z,2019-05-29T00:00:00.000Z,Tiffany Starks,James Webb,Dream Factory Cooperative DC,CW59971-Base Period-Contract Award-Executed-Contract.pdf,9180000 : CONSULTING SERVICES,,2018-07-12T16:10:47.000Z,4340
CW61686,DCKT 2018 - Service and Parts for Honda Vehicles,4,Base Period,,KT0,DEPARTMENT OF PUBLIC WORKS,Competitive Sealed Bid (IFB),Firm Fixed Price,Open,400000,2018-06-08T12:14:06.000Z,Published,2018-06-05T00:00:00.000Z,2018-06-05T00:00:00.000Z,2019-06-04T00:00:00.000Z,Evelyn Lancion,Tonia Nixon,CRISWELL HONDA,,0607442 : HONDA PARTS AND ACCESSORIES (HONDA OR EQUAL),,2018-07-12T16:10:47.000Z,4341
CW54071,DOH Vital Records Division Kiosks,4,Base Period,,HC0,DEPARTMENT OF HEALTH,Competitive Sealed Bid (IFB),Firm Fixed Price,Open,167500,2018-06-07T21:00:46.000Z,Published,2017-08-17T00:00:00.000Z,2017-08-17T00:00:00.000Z,2018-08-16T00:00:00.000Z,Daniel Manning,Dorothy Hale,LexisNexis VitalChek Network Inc.,CW54071-Base Period-Contract Award-CW54071 Executed CPPE VRD Kiosks.pdf,"1554040 : KIOSKS, SELF-SERVE",,2018-07-12T16:10:47.000Z,4342
CW60873,"DCSS-Advertising, Novelties, & Souvenirs-Alinea Promos, LLC",4,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,DC Supply Schedule,Indefinite Delivery Indefinite Quantity,Set Aside,400000,2018-06-07T16:32:12.000Z,Published,2018-05-24T00:00:00.000Z,2018-05-24T00:00:00.000Z,2019-05-23T00:00:00.000Z,Tiffany Starks,James Webb,Alinea Promos LLC,CW60873-Base Period-Contract Award-Executed-Contract.pdf,"0370000 : AMUSEMENT, DECORATIONS, ENTERTAINMENT, TOYS, ETC.",,2018-07-12T16:10:47.000Z,4343
CW54101,DHS Rapid Re-Housing-I - Wheeler Creek Estates CDC - CW54101,4,Base Period,,JA0,DEPARTMENT OF HUMAN SERVICES,Human Care Agreements,Firm Fixed Price,Open,950000,2018-06-06T16:32:18.000Z,Published,2017-08-18T00:00:00.000Z,2017-08-18T00:00:00.000Z,2018-08-17T00:00:00.000Z,Willandria Blount,Shaivard Shamloo,Wheeler Creek Estates CDC,,9521500 : Case Management,,2018-07-12T16:10:47.000Z,4344
CW61780,FY18 - CF0 - Bureau of Strategy and Innovation - Ecosystem Mapping Workshops ,0,Base Period,,EM0,DEPTY MAYOR GREATER ECONOMIC OPPORTUNITY,Small Purchase,Firm Fixed Price,Open,13900,2018-06-08T15:00:32.000Z,Published,2018-06-07T00:00:00.000Z,2018-06-08T00:00:00.000Z,2018-09-30T00:00:00.000Z,LaVietra Shannon,Tia Mercer,"Symphonice Strategies, Inc.",,9183822 : EDUCATIONAL TRAINING CONSULTANT SERVICES,,2018-07-12T16:10:47.000Z,4345
CW44149,FY16 - OSSE - DEL - Little Feet and Hands - DS,4,Option 3,,GD0,STATE SUPERINTENDENT OF EDUCATION (OSSE),Human Care Agreements,Firm Fixed Price,Open,900000,2018-06-07T16:00:59.000Z,Published,2015-05-18T00:00:00.000Z,2018-05-18T00:00:00.000Z,2019-04-17T00:00:00.000Z,Cathy Bridges,Tamera Anderson,"LITTLE HANDS & LITTLE FEET,INC",,9625800 : Professional Services (Not Otherwise Classified),,2018-07-12T16:10:47.000Z,4346
CW39677,DHS DCAS FY15 IBM Production Imaging Edition Add -On ,4,Option 2,,JA0,DEPARTMENT OF HUMAN SERVICES,GSA (Federal Supply Schedule),Firm Fixed Price,Open,215156.25,2018-06-06T18:15:20.000Z,Published,2015-09-28T00:00:00.000Z,2017-09-28T00:00:00.000Z,2018-09-27T00:00:00.000Z,Jesse Scott,Emily Busch,DOCUMENT SYSTEMS INC,,"2065600 : Imaging Systems, Mini and Main Frame Computer",,2018-07-12T16:10:47.000Z,4347
CW59123,FY18-CF0-OYP-MBSYEP-Work Readiness and GIS KBEC,0,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,Human Care Agreements,Firm Fixed Price,Open,100000,2018-06-08T14:16:46.000Z,Closed,2018-02-21T00:00:00.000Z,2018-02-21T00:00:00.000Z,2018-09-30T00:00:00.000Z,Durrell McDaniel,Tia Mercer,KBEC Group,,9529500 : Youth Care Services,,2018-07-12T16:10:47.000Z,4348
CW60745,FY18 - CF0 - OYP - MBSYEP - 14 to 17 Year Olds - Work Readiness & GIS - Total Family Care Coalition,0,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,Human Care Agreements,Firm Fixed Price,Open,100000,2018-06-07T13:21:54.000Z,Published,2018-04-26T00:00:00.000Z,2018-04-30T00:00:00.000Z,2019-04-29T00:00:00.000Z,Danyel Riley,Tia Mercer,TOTAL FAMILY CARE COALITION,,7159020 : EDUCATIONAL/TRAINING,,2018-07-12T16:10:47.000Z,4349
CW60989,"FY18 - CF0 - OYP - MBSYEP - 14 to 17 Year Olds - Work Readiness & GIS - Healthy Babies Project, Inc.",0,Base Period,,CF0,DEPARTMENT OF EMPLOYMENT SERVICES,Human Care Agreements,Firm Fixed Price,Open,100000,2018-06-07T12:58:06.000Z,Published,2018-05-07T00:00:00.000Z,2018-05-31T00:00:00.000Z,2019-05-30T00:00:00.000Z,Danyel Riley,Tia Mercer,"HEALTHY BABIES PROJECT, INC.",,7159020 : EDUCATIONAL/TRAINING,,2018-07-12T16:10:47.000Z,4350
CW59975,"DCSS-2006-R-918-00-Cura Concepts, LLC",4,Base Period,1,,,DC Supply Schedule,Indefinite Delivery Indefinite Quantity,Set Aside,10000000,2018-06-07T15:24:04.000Z,Published,2018-04-26T00:00:00.000Z,2018-04-26T00:00:00.000Z,2019-04-25T00:00:00.000Z,Tamika Freeman,Priscilla Mack,Cura Concepts,CW59975-Base Period-Contract Award-Award Contract.pdf,"9180610 : ADMINISTRATIVE SUPPORT, CONSULTING SERVICES",,2018-07-12T16:10:47.000Z,4351
CW61780,FY18 - CF0 - Bureau of Strategy and Innovation - Ecosystem Mapping Workshops ,0,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,Small Purchase,Firm Fixed Price,Open,13900,2018-06-08T15:00:32.000Z,Published,2018-06-07T00:00:00.000Z,2018-06-08T00:00:00.000Z,2018-09-30T00:00:00.000Z,LaVietra Shannon,Tia Mercer,"Symphonice Strategies, Inc.",,9183822 : EDUCATIONAL TRAINING CONSULTANT SERVICES,,2018-07-12T16:10:47.000Z,4352
CW60989,"FY18 - CF0 - OYP - MBSYEP - 14 to 17 Year Olds - Work Readiness & GIS - Healthy Babies Project, Inc.",0,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,Human Care Agreements,Firm Fixed Price,Open,100000,2018-06-07T12:58:06.000Z,Published,2018-05-07T00:00:00.000Z,2018-05-31T00:00:00.000Z,2019-05-30T00:00:00.000Z,Danyel Riley,Tia Mercer,"HEALTHY BABIES PROJECT, INC.",,7159020 : EDUCATIONAL/TRAINING,,2018-07-12T16:10:47.000Z,4353
CW21034,OPTION YEAR FOUR - Bond Counsel Legal Services - Bryant Miller Olive,4,Option 4,,EB0,DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT,Competitive Sealed Proposal (RFP),Indefinite Delivery Indefinite Quantity,Open,317000,2018-06-07T18:43:56.000Z,Published,2013-03-05T00:00:00.000Z,2018-03-05T00:00:00.000Z,2018-08-04T00:00:00.000Z,Lindel Reid,Jacqueline McDonald,Bryant Miller Olive P.A.,,"9614900 : Legal Services, Attorneys",,2018-07-12T16:10:47.000Z,4354
CW58441,FY18 - CF0 - Office of Information Technology - Xerox Copiers,0,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,GSA (Federal Supply Schedule),Firm Fixed Price,Open,500000,2018-06-06T13:42:29.000Z,Published,2018-01-17T00:00:00.000Z,2018-01-17T00:00:00.000Z,2018-09-30T00:00:00.000Z,LaVietra Shannon,Tia Mercer,XEROX CORPORATION,,"9850000 : RENTAL OR LEASE SERVICES OF EQUIPMENT - OFFICE, PHOTOGRAPHIC, PRINTING, RADIO/TELEVISION/TELEPHONE EQUIPMENT",,2018-07-12T16:10:47.000Z,4355
CW58761,"DCSS - It Equipment & Software - Cradle Systems, LLC",4,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,DC Supply Schedule,Indefinite Delivery Indefinite Quantity,Set Aside,10000000,2018-06-07T16:36:35.000Z,Published,2018-06-04T00:00:00.000Z,2018-06-04T00:00:00.000Z,2019-06-03T00:00:00.000Z,Uranus Anderson,Priscilla Mack,Cradle Systems,CW58761-Base Period-Contract Award-signed contract.pdf,"9200000 : DATA PROCESSING, COMPUTER, AND SOFTWARE SERVICES",,2018-07-12T16:10:47.000Z,4356
CW54098,"DHS Rapid Re-Housing-I - Echelon Community Services, Inc.",4,Base Period,,JA0,DEPARTMENT OF HUMAN SERVICES,Human Care Agreements,Firm Fixed Price,Open,950000,2018-06-06T18:11:01.000Z,Published,2017-08-16T00:00:00.000Z,2017-08-18T00:00:00.000Z,2018-08-17T00:00:00.000Z,Willandria Blount,Shaivard Shamloo,ECHELON COMMUNITY SVCS INC,,9521500 : Case Management,,2018-07-12T16:10:47.000Z,4357
CW58441,FY18 - CF0 - Office of Information Technology - Xerox Copiers,0,Base Period,,EM0,DEPTY MAYOR GREATER ECONOMIC OPPORTUNITY,GSA (Federal Supply Schedule),Firm Fixed Price,Open,500000,2018-06-06T13:42:29.000Z,Published,2018-01-17T00:00:00.000Z,2018-01-17T00:00:00.000Z,2018-09-30T00:00:00.000Z,LaVietra Shannon,Tia Mercer,XEROX CORPORATION,,"9850000 : RENTAL OR LEASE SERVICES OF EQUIPMENT - OFFICE, PHOTOGRAPHIC, PRINTING, RADIO/TELEVISION/TELEPHONE EQUIPMENT",,2018-07-12T16:10:47.000Z,4358
CW44149,FY16 - OSSE - DEL - Little Feet and Hands - DS,4,Option 3,,GD0,STATE SUPERINTENDENT OF EDUCATION (OSSE),Human Care Agreements,Firm Fixed Price,Open,900000,2018-06-07T16:00:59.000Z,Published,2015-05-18T00:00:00.000Z,2018-05-18T00:00:00.000Z,2019-04-17T00:00:00.000Z,Cathy Bridges,Tamera Anderson,"LITTLE HANDS & LITTLE FEET,INC",,9183200 : Consulting Services (Not Otherwise Classified),,2018-07-12T16:10:47.000Z,4359
CW36709,FY15 ¿ DEL ¿ OSSE - Human Care Agreement  - Play-Based Physical Therapy,4,Option 2,,GD0,STATE SUPERINTENDENT OF EDUCATION (OSSE),Human Care Agreements,Firm Fixed Price,Open,900000,2018-06-08T04:00:15.000Z,Published,2015-07-09T00:00:00.000Z,2017-07-09T00:00:00.000Z,2018-07-08T00:00:00.000Z,Cathy Bridges,Tamera Anderson,PLAY-BASED PHYSICAL THERAPY,,9183200 : Consulting Services (Not Otherwise Classified),,2018-07-12T16:10:47.000Z,4360
CW40409,In Home Care Aide(s),4,Option 2,,JA0,DEPARTMENT OF HUMAN SERVICES,Competitive Sealed Proposal (RFP),Indefinite Delivery Indefinite Quantity,Open,250000,2018-06-06T18:20:23.000Z,Published,2015-11-04T00:00:00.000Z,2017-10-01T00:00:00.000Z,2018-09-30T00:00:00.000Z,Jesse Scott,Emily Busch,HOME CARE PARTNERS,,"4103422 : BED, HOME CARE, MANUALLY CONTROLLED",,2018-07-12T16:10:47.000Z,4361
CW55875,Verbatim Stenographic and Transcription Services,4,Option 3,,CF0,DEPARTMENT OF EMPLOYMENT SERVICES,Small Purchase,Firm Fixed Price,Open,91775,2018-06-07T21:40:36.000Z,Published,2015-02-26T00:00:00.000Z,2018-02-26T00:00:00.000Z,2019-02-25T00:00:00.000Z,Tanease Delyons,Tia Mercer,Hunt Reporting Company,,"9617550 : TRANSLATION SERVICES, MULTIPLE LANGUAGES",,2018-07-12T16:10:47.000Z,4362
